"CaseID","CASEID_NEW","qflag","weight1","weight1_freqwt","weight2","weight1a","weight1a_freqwt","weight_combo","weight_combo_freqwt","duration","speed_flag","consent","xlgb","S1","S2","S3","DOV_Branch","Q3_Refused","Q4","Q5","Q6A","Q6B","Q9","Q10","Q11","Q12","Q14","Q15A7","Q16","Q16_Refused","Q17A","Q17B","Q17C","Q17D","Q19","Q20","Q21A_Year","Q21A_Month","Q21B_Year","Q21B_Month","Q21C_Year","Q21C_Month","Q21D_Year","Q21D_Month","w6_identity","w6_outness","w6_outness_timing","Q23","Q24_Refused","Q25","Q26","Q27","Q28","w6_friend_connect_1","w6_friend_connect_2","w6_friend_connect_3","w6_friend_connect_4","w6_friend_connect_Refused","Q32","Q34","Q35_Refused","w6_sex_frequency","w6_otherdate","w6_how_many","w6_how_meet_Refused","w6_otherdate_app","w6_how_many_app","Past_Partner_Q1","w6_relationship_end_nonmar","w6_breakup_nonmar","w6_relationship_end_mar","w6_who_breakup","Q5_2","Q6A_2","Q9B_2","Q10_2","Q11_2","Q12_2","Q14_2","Q15A7_2_1","Q16_2","Q16_2_Codes","Q17B_2","Q17C_2","Q17D_2","Q20_2","Q21A_2_Year","Q21A_2_Month","Q21B_2_Year","Q21B_2_Month","Q21C_2_Year","Q21C_2_Month","Q21D_2_Year","Q21D_2_Month","Q21E_2_Year","Q21E_2_Month","Q21F_2_start_range","Q21F_2_Year","Q21F_2_Month","w6_identity_2","w6_outness_2","w6_outness_timing_2","Q23_2","Q25_2","Q26_2","Q27_2","Q28_2","w6_friend_connect_2_1","w6_friend_connect_2_2","w6_friend_connect_2_3","w6_friend_connect_2_4","w6_friend_connect_2_Refused","Q32_2","w6_otherdate_2","w6_how_many_2","w6_otherdate_app_2","w6_how_many_app_2","partyid7","PERSNET_hom","ppc10017","ppc21310","ppp20071","ppp20072","ppage","ppagecat","ppagect4","ppeduc","ppeducat","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","PPREG4","ppreg9","pprent","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","Race_1","Race_2","Race_3","Race_4","Race_5","Race_6","race1","race2","race3","race4","race5","race6","race7","race8","race9","race10","race11","race12","race13","race14","race15","w6_took_the_survey","w6_prior_identity_lgb","w6_same_sex_couple","w6_same_sex_couple_gender","w6_q4","w6_q5","w6_q6a","w6_q6b","w6_q9","w6_q10","w6_q11","w6_q12","w6_q14","w6_q15a1_truncated","w6_q15a4_truncated","w6_q15a7","w6_q16","w6_q17","w6_attraction","w6_q19","w6_q20","w6_q21a_year","w6_q21a_month","w6_q21a_month_flag","w6_q21b_year","w6_q21b_month","w6_q21b_month_flag","w6_q21c_year","w6_q21c_month","w6_q21c_month_flag","w6_q21d_year","w6_q21d_month","w6_q21e_year","w6_q21e_month","w6_q21f_year","w6_q21f_month","w6_identity_all","w6_outness_all","w6_outness_timing_all","w6_q23","w6_q24_length","w6_q25","w6_q26","w6_q27","w6_q28","w6_friend_connect_1_all","w6_friend_connect_2_all","w6_friend_connect_3_all","w6_friend_connect_4_all","w6_q32","w6_q34","w6_otherdate_all","w6_how_many_all","w6_otherdate_app_all","w6_how_many_app_all","w6_number_people_met","w6_otherdate_dichotomous","w6_married","relate_duration_at_w6_years","w6_number_people_met_app","weight_combo_v2","partnership_status","female","year_fraction_met","year_fraction_relstart","age_when_met","time_from_met_to_rel","year_fraction_first_cohab","time_from_rel_to_cohab","hcm2017q24_R_cowork","hcm2017q24_R_friend","hcm2017q24_R_family","hcm2017q24_R_sig_other","hcm2017q24_R_neighbor","hcm2017q24_P_cowork","hcm2017q24_P_friend","hcm2017q24_P_family","hcm2017q24_P_sig_other","hcm2017q24_P_neighbor","hcm2017q24_btwn_I_cowork","hcm2017q24_btwn_I_friend","hcm2017q24_btwn_I_family","hcm2017q24_btwn_I_sig_other","hcm2017q24_btwn_I_neighbor","hcm2017q24_school","hcm2017q24_college","hcm2017q24_mil","hcm2017q24_church","hcm2017q24_vol_org","hcm2017q24_customer","hcm2017q24_bar_restaurant","hcm2017q24_party","hcm2017q24_internet_other","hcm2017q24_internet_dating","hcm2017q24_internet_soc_network","hcm2017q24_internet_game","hcm2017q24_internet_chat","hcm2017q24_internet_org","hcm2017q24_public","hcm2017q24_blind_date","hcm2017q24_vacation","hcm2017q24_single_serve_nonint","hcm2017q24_business_trip","hcm2017q24_work_neighbors","hcm2017q24_met_online","hcm2017_q24_length","hcm2017q24_summary_all_codes","w6_relationship_quality","hcm2017q24_met_through_family","hcm2017q24_met_through_friend","hcm2017q24_met_through_as_nghbrs","hcm2017q24_met_as_through_cowork","w6_subject_race","interracial_5cat","partner_mother_yrsed","subject_mother_yrsed","partner_yrsed","subject_yrsed"
2356,1948605,1,1.2579,98541,NA,1.2507,97977,1.41423773765564,98162,7,0,1,2,1,NA,NA,1,NA,1,NA,1,1,31,8,9,4,9,1,4,NA,2,NA,1,NA,1,NA,76,7,76,7,76,10,78,8,1,NA,NA,2,NA,1,NA,2,2,0,0,0,1,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,-2,5,33,2,2,8,1,1,2,0,1,3,4,1,1,4,9,2,0,0,0,0,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,31,8,9,4,9,1,1,1,4,2,1,1,NA,2010,7,0,2010,7,0,2010,10,NA,2012,8,NA,NA,NA,NA,1,NA,NA,2,43,1,NA,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,7,NA,1.38479423522949,1,1,2010.54162597656,2010.54162597656,26,0,2010.79162597656,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,5,0,1,0,0,1,0,12,12,12,12
2357,2925649,1,1.2628,98925,NA,1.2556,98361,1.41977846622467,98547,11,0,1,2,1,NA,NA,1,NA,2,2,5,5,55,11,10,7,11,1,3,NA,1,NA,1,NA,1,NA,55,6,55,6,55,12,55,12,1,NA,NA,2,NA,2,2,2,2,0,0,1,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,-2,-2,1,1,56,5,3,10,3,4,2,1,1,2,6,1,1,3,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,5,5,55,11,10,7,11,39,1,1,3,1,1,1,NA,1989,6,0,1989,6,0,1989,12,NA,1989,12,NA,NA,NA,NA,1,NA,NA,2,8,2,2,2,2,0,0,1,0,1,1,1,NA,NA,NA,0,0,1,28.0833339691162,NA,1.39021956920624,1,1,1989.45837402344,1989.45837402344,28,0,1989.95837402344,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,5,0,13,14,14,13
2358,2506925,1,NA,NA,0.1903,NA,NA,0.0589703135192394,4093,12,0,1,1,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,1,1955,6,9,4,14,1,0,NA,0,NA,5,1,56,4,56,6,57,10,NA,NA,60,5,3,NA,NA,2,1,24,1,2,NA,2,2,0,0,0,1,0,1,1,NA,NA,NA,7,1,2,1,-2,6,60,5,4,12,4,1,1,1,2,1,4,5,1,2,3,1,1,0,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,62,6,9,4,14,1,1,1,0,0,5,NA,1,1990,4,0,1990,6,0,1991,10,NA,NA,NA,1994,5,NA,NA,2,1,23,1,311,2,NA,2,2,0,0,0,1,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0.082981064915657,3,0,1990.29162597656,1990.45837402344,33,0.166748046875,1991.79162597656,1.333251953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1,NA,0,0,0,0,1,0,12,20,10,16
2359,1193135,1,1.1364,89023,NA,1.1299,88514,1.27764236927032,88681,15,0,1,2,2,1,NA,1,NA,1,NA,1,2,66,12,9,7,9,1,2,NA,NA,0,1,NA,2,2,39,1,42,6,NA,NA,NA,NA,1,NA,NA,1,NA,2,1,1,2,0,1,1,0,0,1,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,2,4,65,6,4,13,4,2,2,1,1,2,15,5,1,1,2,1,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,2,66,12,9,7,9,1,1,1,2,0,1,2,2,1973,1,0,1976,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,215,2,1,1,2,0,1,1,0,1,2,1,NA,NA,NA,0,0,0,41.0833320617676,NA,1.25104260444641,2,1,1973.04162597656,1976.45837402344,21,3.416748046875,NA,NA,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,5,4,0,1,0,1,2,0,12,12,16,17
2361,1942189,1,1.2574,98502,NA,1.2502,97938,1.41367244720459,98123,1276,0,1,2,1,NA,NA,1,NA,2,NA,1,4,69,3,1,1,1,1,0,NA,2,NA,NA,1,1,NA,34,5,61,8,62,1,61,12,1,NA,NA,1,NA,2,NA,1,1,1,1,0,0,0,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,-2,2,63,5,4,11,3,3,1,1,4,1,16,1,1,4,9,1,0,0,0,0,4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,4,69,3,1,1,1,39,39,1,0,2,1,1,NA,1968,5,0,1995,8,0,1996,1,NA,1995,12,NA,NA,NA,NA,1,NA,NA,1,195,2,NA,1,1,1,1,0,0,1,2,1,NA,NA,NA,0,0,1,21.9166660308838,NA,1.38424062728882,1,0,1968.375,1995.625,14,27.25,1996.04162597656,0.4166259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,4,0,0,0,0,4,0,0,0,5.5,14
2362,2107405,1,1.1233,87997,1.1747,1.1169,87495,0.364016950130463,25266,10,0,1,2,2,1,NA,1,NA,1,2,1,1,42,8,9,3,9,2,6,NA,NA,1,3,NA,2,2,75,6,75,-1,NA,NA,NA,NA,4,3,31,1,NA,2,NA,2,2,1,1,1,0,0,1,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,-2,5,41,3,2,10,3,1,2,1,1,3,7,3,1,2,4,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,42,8,9,3,9,1,1,2,6,1,3,2,2,2009,6,0,2009,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,30,1,154,2,NA,2,2,1,1,1,0,1,3,1,NA,NA,NA,0,0,0,7.58333349227905,NA,0.512232601642609,2,1,2009.45837402344,2009.95837402344,33,0.5,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,3,0,1,0,0,1,0,12,12,12,13
2363,2815685,1,0.9627,75416,NA,0.9572,74985,1.08236062526703,75127,9,0,1,2,1,NA,NA,1,NA,1,NA,1,1,60,12,9,5,11,1,0,NA,1,NA,1,NA,1,NA,52,5,53,9,54,10,54,10,1,NA,NA,3,NA,2,2,2,2,0,0,0,1,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,58,5,3,12,4,1,2,1,2,1,16,1,0,3,5,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,60,12,9,5,11,1,1,1,0,1,1,1,NA,1986,5,0,1987,9,0,1988,10,NA,1988,10,NA,NA,NA,NA,1,NA,NA,3,154,2,2,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,29.8333339691162,NA,1.05982649326324,1,1,1986.375,1987.70837402344,27,1.3333740234375,1988.79162597656,1.083251953125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,2,5,0,0,1,0,1,0,12,14,16,16
2364,1727435,1,1.0744,84166,NA,1.0683,83688,1.20798766613007,83847,12,0,1,2,1,NA,NA,1,NA,1,NA,1,1,68,10,8,7,3,1,2,NA,4,NA,1,NA,1,NA,56,8,56,8,61,10,61,12,1,NA,NA,3,NA,2,NA,2,2,0,0,0,1,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,1,1,5,71,6,4,4,1,1,2,1,2,1,10,1,1,2,3,1,0,0,0,0,2,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,68,10,8,7,3,1,1,1,2,4,1,1,NA,1990,8,0,1990,8,0,1995,10,NA,1995,12,NA,NA,NA,NA,1,NA,NA,3,51,2,NA,2,2,0,0,0,1,1,1,1,NA,NA,NA,0,0,1,26.9166660308838,NA,1.18283808231354,1,1,1990.625,1990.625,44,0,1995.79162597656,5.1666259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,5,0,0,0,0,1,0,12,5.5,13,7.5
2365,2646953,1,0.9992,78275,NA,0.9935,77828,1.12340712547302,77976,13,0,1,2,1,NA,NA,1,NA,2,NA,1,1,51,13,8,1,9,1,1,NA,3,NA,NA,1,1,NA,76,11,-1,-1,-1,-1,81,2,1,NA,NA,3,NA,2,1,1,2,1,1,0,0,0,1,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,47,4,3,12,4,4,1,1,2,1,18,1,1,3,6,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,51,13,8,1,9,1,1,1,1,3,1,1,NA,2010,11,0,NA,NA,NA,NA,NA,NA,2015,2,NA,NA,NA,NA,1,NA,NA,3,122,2,1,1,2,1,1,0,0,1,1,1,NA,NA,NA,0,0,1,NA,NA,1.10001838207245,1,0,2010.875,NA,40,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,5,0,0,0,0,1,0,12,12,17,16
2366,2855109,1,0.7233,56662,NA,0.7192,56340,0.813240468502045,56447,10075,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1959,10,-1,5,10,2,0,NA,0,NA,1,2,66,8,66,8,NA,NA,NA,NA,66,11,2,NA,NA,1,NA,NA,2,2,2,2,2,0,0,0,1,0,1,1,NA,NA,NA,5,1,-2,2,-2,5,61,5,4,10,3,1,1,1,2,1,6,6,1,4,8,1,0,0,0,0,2,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,58,10,-1,5,10,1,1,2,0,0,1,NA,2,2000,8,0,2000,8,0,NA,NA,NA,NA,NA,2000,11,NA,NA,1,NA,NA,2,609,2,2,2,2,0,0,0,1,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0.796309292316437,3,0,2000.625,2000.625,44,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,1,NA,0,0,0,0,1,0,NA,13,13,13
2367,2643469,1,0.9189,71984,0.6963,0.9137,71577,0.215769976377487,14977,16,0,1,2,2,1,NA,1,NA,2,1,1,1,47,9,9,1,10,1,1,NA,NA,0,4,NA,1,NA,73,7,73,10,73,12,NA,NA,3,1,28,1,NA,2,NA,2,2,0,0,0,1,0,1,4,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,4,52,4,3,12,4,1,2,1,1,1,15,1,1,3,7,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,47,9,9,1,10,1,1,1,1,0,4,1,NA,2007,7,0,2007,10,0,2007,12,NA,NA,NA,NA,NA,NA,NA,3,1,27,1,80,2,NA,2,2,0,0,0,1,1,4,1,NA,NA,NA,0,0,0,9.75,NA,0.303624361753464,2,1,2007.54162597656,2007.79162597656,42,0.25,2007.95837402344,0.166748046875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,2,0,1,0,0,1,0,12,13,12,16
2370,2102733,1,0.8923,69901,NA,0.8872,69501,1.00320756435394,69633,10,0,1,2,2,2,NA,1,NA,1,NA,1,1,27,9,10,3,11,2,2,NA,NA,0,1,NA,2,2,82,2,82,9,NA,NA,NA,NA,1,NA,NA,3,NA,2,NA,2,2,0,1,0,0,0,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,4,24,1,1,12,4,1,2,0,4,1,17,5,1,1,2,1,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,27,9,10,3,11,1,1,2,2,0,1,2,2,2016,2,0,2016,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,124,2,NA,2,2,0,1,0,0,1,1,1,NA,NA,NA,0,0,0,0.833333313465118,NA,0.982321441173553,2,1,2016.125,2016.70837402344,23,0.5833740234375,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,4,5,0,1,0,0,1,0,13,14,12,16
2371,2295009,1,1.0199,79896,NA,1.014,79434,1.14658772945404,79585,18,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1960,12,9,7,13,1,1,NA,1,NA,1,2,82,2,82,2,NA,NA,NA,NA,82,9,2,NA,NA,1,NA,NA,1,2,2,2,2,1,1,0,0,0,1,1,NA,NA,NA,7,1,2,1,2,1,71,6,4,13,4,4,1,1,1,1,11,3,1,2,3,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,NA,1,1,57,12,9,7,13,1,1,1,1,1,1,NA,2,2016,2,0,2016,2,0,NA,NA,NA,NA,NA,2016,9,NA,NA,1,NA,NA,1,21,2,2,2,2,1,1,0,0,1,NA,1,NA,NA,NA,0,0,0,NA,NA,1.12271642684937,3,0,2016.125,2016.125,70,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,NA,0,0,0,0,5,1,12,17,16,17
2372,2825713,1,0.9698,75972,NA,0.9642,75533,1.09027588367462,75676,17,0,1,2,1,NA,NA,1,NA,2,NA,1,1,52,9,11,4,4,1,4,NA,2,NA,NA,1,1,NA,43,8,49,6,49,6,49,6,1,NA,NA,3,NA,1,NA,1,1,1,1,1,0,0,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,-2,2,1,1,54,4,3,4,1,1,1,1,4,4,8,1,1,3,5,1,0,1,1,0,2,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,NA,1,1,52,9,11,4,4,1,1,1,4,2,1,1,NA,1977,8,0,1983,6,0,1983,6,NA,1983,6,NA,NA,NA,NA,1,NA,NA,3,225,1,NA,1,1,1,1,1,0,1,2,1,NA,NA,NA,0,0,1,34.0833320617676,NA,1.06757700443268,1,0,1977.625,1983.45837402344,14,5.8333740234375,1983.45837402344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,2,4,0,0,0,0,1,0,14,7.5,12,7.5
2373,2354767,1,0.8018,62811,NA,0.7972,62451,0.901439487934113,62569,6862,0,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,1,1941,7,9,3,9,1,6,NA,2,1,NA,1,48,8,48,10,49,9,49,11,NA,NA,4,77,5,1,NA,NA,1,2,NA,2,2,1,1,0,0,0,1,1,NA,NA,NA,3,1,1,2,1,2,71,6,4,11,3,1,2,1,1,3,16,2,1,3,5,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NA,1,1,76,7,9,3,9,1,1,1,6,2,1,NA,1,1982,8,0,1982,10,0,1983,9,NA,1983,11,NA,NA,2011,5,1,NA,NA,1,185,2,NA,2,2,1,1,0,0,1,NA,1,NA,NA,NA,0,0,0,NA,NA,0.882672071456909,3,1,1982.625,1982.79162597656,36,0.1666259765625,1983.70837402344,0.916748046875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,2,NA,0,0,0,1,1,0,12,12,11,14
2374,2616203,1,NA,NA,1.037,NA,NA,0.321346372365952,22305,9,0,1,1,2,1,NA,1,NA,1,2,1,1,22,8,9,4,12,2,5,NA,NA,0,3,NA,2,2,81,4,82,4,NA,NA,NA,NA,4,3,22,3,NA,2,NA,2,2,1,1,1,0,0,1,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,-2,6,26,2,1,10,3,4,2,0,7,1,13,5,1,2,4,2,0,1,3,1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,1,22,8,9,4,12,1,1,2,5,0,3,2,2,2015,4,0,2016,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,21,3,172,2,NA,2,2,1,1,1,0,1,1,1,NA,NA,NA,0,0,0,1.25,NA,0.452187955379486,2,1,2015.29162597656,2016.29162597656,24,1,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,3,5,0,1,0,0,1,0,12,16,12,13
